codigo_sgif,observ,codigo_rc,distrito,concelho,freguesia,area_arborizada,area_nao_arborizada,dia_semana,reacendimento,causa,data_inicio,hora_inicio,primeira_intervencao,data_fim,hora_fim
TM2064,,RC11700007,VISEU,ARMAMAR,QUEIMADELA,0,0.05,2,,DES,1994-09-19,15:50:00,,34596.774305555555,34596.774305555555
TM1094,,RC11800014,V.REAL,MURÇA,PALHEIROS,0.5,0.5,1,,DES,1994-08-21,03:15:00,,34567.25,34567.25
TM1760,,RC11700009,VISEU,MOIMENTA BEIRA,PÊVA,0.5,0.5,1,,DES,1994-09-04,15:40:00,,34581.76736111112,34581.76736111112
TM2312,,RC11700011,VISEU,S.J.PESQUEIRA,TREVÕES,0.5,0.5,1,,DES,1994-10-02,14:15:00,,34609.708333333336,34609.708333333336
TM0547,,RC11800003,V.REAL,MONTALEGRE,MORGADE,0.1,0.9,6,,DES,1994-07-29,17:30:00,,34544.84375,34544.84375
TM0312,,RC11700019,BRAGANÇA,VILA FLOR,STª.COMBA VILARIÇA,1,1,1,,DES,1994-07-10,13:45:00,,34525.6875,34525.6875
TM2235,,RC11700011,VISEU,S.J.PESQUEIRA,CASTANHEIRO SUL,2,1,3,,DES,1994-09-27,19:20:00,,34604.92013888889,34604.92013888889
TM0166,,RC11800008,BRAGANÇA,VIMIOSO,CAMPO DE VIBORAS,0,1,3,,DES,1994-05-10,16:15:00,,34464.79166666667,34464.79166666667
TM1217,,RC11700017,GUARDA,V.N.FOZ COA,SEBADELHE,0,1,4,,DES,1994-08-24,13:20:00,,34570.67013888889,34570.67013888889
TM2317,,RC11800001,V.REAL,BOTICAS,SAPIÃOS,0,1,1,,DES,1994-10-02,16:15:00,,34609.79166666667,34609.79166666667
TM1745,,RC11800001,V.REAL,BOTICAS,CODESSOSO,3,3.5,1,,DES,1994-09-04,11:45:00,,34581.60416666667,34581.60416666667
TM0075,,RC11800005,V.REAL,V.POUCA,ALFARELA JALES,0,2,2,,DES,1994-04-11,16:00:00,,34435.78125,34435.78125
TM0412,,RC11700018,BRAGANÇA,C.ANSIÃES,PINHAL NORTE,0,2,4,,DES,1994-07-20,11:50:00,,34535.60763888889,34535.60763888889
TM2150,,RC11800010,BRAGANÇA,A.FE,AGROBOM,0,2,4,,DES,1994-09-21,20:15:00,,34598.958333333336,34598.958333333336
TM2154,,RC11700011,VISEU,S.J.PESQUEIRA,CASTANHEIRO SUL,0,2,4,,DES,1994-09-21,21:25:00,,34599.006944444445,34599.006944444445
TM1141,,RC11800003,V.REAL,MONTALEGRE,CABRIL - P.N.,0,2.5,1,,DES,1994-08-21,22:40:00,,34568.05902777778,34568.05902777778
TM0517,,RC11700008,VISEU,LAMEGO,MAGUEIJA,0,5,4,,DES,1994-07-27,00:35:00,,34542.13888888889,34542.13888888889
TM0688,,RC11700008,VISEU,LAMEGO,BIGORNE,0,3,6,,DES,1994-08-05,15:30:00,,34551.76041666667,34551.76041666667
TM2324,,RC11800006,BRAGANÇA,BRAGANÇA,MÓS,2,3.5,1,,DES,1994-10-02,20:45:00,,34609.97916666667,34609.97916666667
TM1727,,RC11800009,BRAGANÇA,VINHAIS,S.JOMIL,3,4,7,,DES,1994-09-03,19:30:00,,34580.927083333336,34580.927083333336
TM1153,,RC11700008,VISEU,LAMEGO,MAGUEIJA,0,4,2,,DES,1994-08-22,13:15:00,,34568.66666666667,34568.66666666667
TM2381,,RC11700006,V.REAL,V.REAL,V.SAMARDÃ,0,4,5,,DES,1994-10-06,19:50:00,,34613.940972222226,34613.940972222226
TM1949,,RC11700017,GUARDA,V.N.FOZ COA,CHÃS,0,5,6,,DES,1994-09-10,00:15:00,,34587.125,34587.125
TM0016,,RC11700006,V.REAL,V.REAL,LAMAS D'OLO,0,6,1,,DES,1994-03-13,19:05:00,,34406.909722222226,34406.909722222226
TM1630,,RC11800009,BRAGANÇA,VINHAIS,TUIZELO,0,8.5,5,,DES,1994-09-01,20:45:00,,34578.97916666667,34578.97916666667
TM2149,,RC11800006,BRAGANÇA,BRAGANÇA,BAÇAL,1,9,4,,DES,1994-09-21,19:30:00,,34598.927083333336,34598.927083333336
TM2065,,RC11700003,V.REAL,P.REGUA,VINHÓS,0.1,0,2,,DES,1994-09-19,16:00:00,,34596.78125,34596.78125
TM0364,,RC11700011,VISEU,S.J.PESQUEIRA,PAREDES BEIRA,1,0,5,,DES,1994-07-14,20:45:00,,34529.97916666667,34529.97916666667
TM2176,,RC11800001,V.REAL,BOTICAS,CERDEDO,0,1,5,,DES,1994-09-22,16:05:00,,34599.784722222226,34599.784722222226
TM0770,,RC11800002,V.REAL,CHAVES,REDONDELO,0,2.5,1,,DES,1994-08-07,19:30:00,,34553.927083333336,34553.927083333336
TM1633,,RC11800003,V.REAL,MONTALEGRE,FERRAL - P.N.,0,20,5,,DES,1994-09-01,21:45:00,,34579.020833333336,34579.020833333336
TM0983,,RC11800003,V.REAL,MONTALEGRE,SOLVEIRA,0,2,5,,DES,1994-08-18,15:04:00,,34564.743055555555,34564.743055555555
TM0065,,RC11800003,V.REAL,MONTALEGRE,VENDA NOVA,0,3,4,,DES,1994-03-30,23:11:00,,34424.08333333333,34424.08333333333
TM0369,,RC11700013,VISEU,TABUAÇO,PINHEIROS,0,0.05,6,,DES,1994-07-15,10:00:00,,34530.53472222222,34530.53472222222
TM0163,,RC11700004,V.REAL,SABROSA,S.LOURENÇO,0,0.4,2,,DES,1994-05-09,18:30:00,,34463.88888888889,34463.88888888889
TM1472,,RC11800004,V.REAL,VALPAÇOS,VASSAL,0,0.5,2,,DES,1994-08-29,00:00:00,,34575.118055555555,34575.118055555555
TM2289,,RC11700004,V.REAL,SABROSA,S.M.D'ANTA,1,1,6,,DES,1994-09-30,20:55:00,,34607.989583333336,34607.989583333336
TM0442,,RC11700006,V.REAL,V.REAL,ANDRÃES,0,1,6,,DES,1994-07-22,03:40:00,,34537.270833333336,34537.270833333336
TM0720,,RC11700008,VISEU,LAMEGO,CEPÕES,0,1,7,,DES,1994-08-06,16:10:00,,34552.791666666664,34552.791666666664
TM1173,,RC11700013,VISEU,TABUAÇO,SENDIM,0,1,3,,DES,1994-08-23,02:55:00,,34569.239583333336,34569.239583333336
TM2040,,RC11700003,V.REAL,P.REGUA,MOURA MORTA,0,1,1,,DES,1994-09-18,20:50:00,,34595.98611111111,34595.98611111111
TM2437,,RC11700010,VISEU,PENEDONO,PENELA BEIRA,0,1,2,,DES,1994-10-10,11:45:00,,34617.60763888889,34617.60763888889
TM1277,,RC11800002,V.REAL,CHAVES,CHAVES,0,1.2,6,,DES,1994-08-25,14:35:00,,34571.725694444445,34571.725694444445
TM0453,,RC11800011,BRAGANÇA,MACEDO,PEREDO,1,2,6,,DES,1994-07-22,22:10:00,,34538.041666666664,34538.041666666664
TM1778,,RC11800002,V.REAL,CHAVES,REDONDELO,1,2,1,,DES,1994-09-04,23:00:00,,34582.07638888889,34582.07638888889
TM2229,,RC11700017,GUARDA,V.N.FOZ COA,ALMENDRA,0,2,2,,DES,1994-09-26,20:45:00,,34603.98263888889,34603.98263888889
TM0202,,RC11800014,V.REAL,MURÇA,NOURA,0,5,1,,DES,1994-06-26,17:00:00,,34511.82638888889,34511.82638888889
TM1580,,RC11700011,VISEU,S.J.PESQUEIRA,ERVEDOSA DOURO,0,10,4,,DES,1994-08-31,18:55:00,,34577.90625,34577.90625
TM0351,,RC11800009,BRAGANÇA,VINHAIS,SANTA CRUZ,0,15,3,,DES,1994-07-12,21:05:00,,34527.996527777774,34527.996527777774
TM2053,,RC11800005,V.REAL,V.POUCA,TELÕES,0,0.03,2,,DES,1994-09-19,13:10:00,,34596.666666666664,34596.666666666664
TM0911,,RC11800009,BRAGANÇA,VINHAIS,ALVAREDOS,0,1,2,,DES,1994-08-15,19:20:00,,34561.92361111111,34561.92361111111
TM1383,,RC11800003,V.REAL,MONTALEGRE,SALTO,0,3,7,,DES,1994-08-27,16:20:00,,34573.79861111111,34573.79861111111
TM1096,,RC11700015,BRAGANÇA,F.E.CINTA,POIARES,0,2,1,,DES,1994-08-21,04:08:00,,34567.291666666664,34567.291666666664
TM2030,,RC11700001,V.REAL,ALIJO,POPULO,0.5,2,1,,DES,1994-09-18,13:07:00,,34595.666666666664,34595.666666666664
TM1312,,RC11800003,V.REAL,MONTALEGRE,CABRIL - P.N.,0,2,5,,DES,1994-08-25,22:57:00,,34572.07638888889,34572.07638888889
TM2446,,RC11800004,V.REAL,VALPAÇOS,VALPAÇOS,0,3,3,,DES,1994-10-11,15:42:00,,34618.774305555555,34618.774305555555
TM1934,,RC11800002,V.REAL,CHAVES,OUTEIRO SECO,0,0.03,5,,DES,1994-09-08,23:15:00,,34586.09027777778,34586.09027777778
TM1738,,RC11800005,V.REAL,V.POUCA,TRESMINAS,0,0.05,7,,DES,1994-09-03,23:00:00,,34581.07986111112,34581.07986111112
TM1420,,RC11800002,V.REAL,CHAVES,REDONDELO,1,0.5,2,,DES,1994-08-28,11:05:00,,34574.583333333336,34574.583333333336
TM1143,,RC11800009,BRAGANÇA,VINHAIS,MOFREITA,0,0.5,1,,DES,1994-08-21,23:45:00,,34568.11111111112,34568.11111111112
TM1327,,RC11700007,VISEU,ARMAMAR,FONTELO,0,0.5,6,,DES,1994-08-26,09:20:00,,34572.51041666667,34572.51041666667
TM2372,,RC11700016,BRAGANÇA,T.MONCORVO,SOUTO VELHA,0,0.5,4,,DES,1994-10-06,15:35:00,,34613.770833333336,34613.770833333336
TM0863,,RC11700016,BRAGANÇA,T.MONCORVO,MAÇORES,0,1,7,,DES,1994-08-13,21:25:00,,34560.01388888889,34560.01388888889
TM2352,,RC11700011,VISEU,S.J.PESQUEIRA,VALONGO AZEITES,0,1,4,,DES,1994-10-05,19:45:00,,34612.944444444445,34612.944444444445
TM2368,,RC11800013,BRAGANÇA,MOGADOURO,MEIRINHOS,0,1,4,,DES,1994-10-06,14:25:00,,34613.722222222226,34613.722222222226
TM2392,,RC11700003,V.REAL,P.REGUA,SEDIELOS,0.5,1.5,6,,DES,1994-10-07,16:45:00,,34614.819444444445,34614.819444444445
TM0512,,RC11700008,VISEU,LAMEGO,PENUDE,0,2,3,,DES,1994-07-26,18:35:00,,34541.895833333336,34541.895833333336
TM0640,,RC11700009,VISEU,MOIMENTA BEIRA,ALVITE,0,2,4,,DES,1994-08-03,16:25:00,,34549.80555555556,34549.80555555556
TM2233,,RC11700018,BRAGANÇA,C.ANSIÃES,V.CASTANHEIRA,0,2,3,,DES,1994-09-27,13:05:00,,34604.66666666667,34604.66666666667
TM0695,,RC11700017,GUARDA,V.N.FOZ COA,CASTELO MELHOR,0,3.5,6,,DES,1994-08-05,19:05:00,,34551.91666666667,34551.91666666667
TM2425,,RC11700007,VISEU,ARMAMAR,CIMBRES,0,4,1,,DES,1994-10-09,14:55:00,,34616.74305555556,34616.74305555556
TM2430,,RC11700010,VISEU,PENEDONO,POVOA PENELA,0,5,1,,DES,1994-10-09,20:05:00,,34616.958333333336,34616.958333333336
TM1129,,RC11800003,V.REAL,MONTALEGRE,SERRAQUINHOS,0,6,1,,DES,1994-08-21,18:45:00,,34567.90277777778,34567.90277777778
TM1720,,RC11800008,BRAGANÇA,VIMIOSO,ANGUEIRA,4.5,10,7,,DES,1994-09-03,17:50:00,,34580.864583333336,34580.864583333336
TM0956,,RC11800004,V.REAL,VALPAÇOS,SANTA VALHA,1,0,4,,DES,1994-08-17,19:25:00,,34563.93055555556,34563.93055555556
TM0766,,RC11700018,BRAGANÇA,C.ANSIÃES,POMBAL,5,0,1,,DES,1994-08-07,17:25:00,,34553.847222222226,34553.847222222226
TM0775,,RC11800003,V.REAL,MONTALEGRE,FERRAL - P.N.,0,1,1,,DES,1994-08-07,22:20:00,,34554.052083333336,34554.052083333336
TM1030,,RC11700006,V.REAL,V.REAL,LAMARES,0,0.1,7,,DES,1994-08-20,00:44:00,,34566.152777777774,34566.152777777774
TM1520,,RC11800005,V.REAL,V.POUCA,TRESMINAS,0,3,2,,DES,1994-08-29,23:20:00,,34576.09444444444,34576.09444444444
TM0805,,RC11700009,VISEU,SERNANCELHE,SARZEDA,3,1,2,,DES,1994-08-08,16:48:00,,34554.822916666664,34554.822916666664
TM0285,,RC11700001,V.REAL,ALIJO,VILA CHÃ,0.2,2,6,,DES,1994-07-08,15:13:00,,34523.756944444445,34523.756944444445
TM0341,,RC11700008,VISEU,LAMEGO,VALDIGEM,0,3,3,,DES,1994-07-12,01:18:00,,34527.177083333336,34527.177083333336
TM2142,,RC11800004,V.REAL,VALPAÇOS,SONIM,0,3,4,,DES,1994-09-21,17:38:00,,34598.85763888889,34598.85763888889
TM1750,,RC11700010,VISEU,PENEDONO,POVOA PENELA,0,6,1,,DES,1994-09-04,14:03:00,,34581.708333333336,34581.708333333336
TM1075,,RC11800001,V.REAL,BOTICAS,BOBADELA,0,0.02,7,,DES,1994-08-20,22:55:00,,34567.07986111111,34567.07986111111
TM2167,,RC11800002,V.REAL,CHAVES,CALVÃO,0,0.2,5,,DES,1994-09-22,12:30:00,,34599.645833333336,34599.645833333336
TM1938,,RC11700006,V.REAL,V.REAL,V.SAMARDÃ,0,0.3,6,,DES,1994-09-09,09:40:00,,34586.52777777778,34586.52777777778
TM0791,,RC11700009,VISEU,SERNANCELHE,VILA DA PONTE,0,0.5,2,,DES,1994-08-08,08:50:00,,34554.493055555555,34554.493055555555
TM1651,,RC11700001,V.REAL,ALIJO,V.MAÇADA,0,0.5,6,,DES,1994-09-02,16:30:00,,34579.8125,34579.8125
TM2009,,RC11800004,V.REAL,VALPAÇOS,STª.M.AMERES,0,0.5,7,,DES,1994-09-17,14:32:00,,34594.73055555556,34594.73055555556
TM2081,,RC11700015,BRAGANÇA,F.E.CINTA,LAGOAÇA,0,0.5,2,,DES,1994-09-19,21:30:00,,34597.020833333336,34597.020833333336
TM1184,,RC11700001,V.REAL,ALIJO,SANFINS,0,0.8,3,,DES,1994-08-23,16:10:00,,34569.79861111111,34569.79861111111
TM0036,,RC11800013,BRAGANÇA,MOGADOURO,VILA DE ALA,0,1,2,,DES,1994-03-21,12:30:00,,34414.645833333336,34414.645833333336
TM0423,,RC11800013,BRAGANÇA,MOGADOURO,SANHOANE,0,1,4,,DES,1994-07-20,19:30:00,,34535.9375,34535.9375
TM2139,,RC11800013,BRAGANÇA,MOGADOURO,BRUÇÓ,0,1,4,,DES,1994-09-21,17:00:00,,34598.833333333336,34598.833333333336
TM0113,,RC11800011,BRAGANÇA,MACEDO,ESPADANEDO,3,1.5,7,,DES,1994-04-16,19:00:00,,34440.916666666664,34440.916666666664
TM1144,,RC11800008,BRAGANÇA,VIMIOSO,ANGUEIRA,0,1.5,1,,DES,1994-08-21,23:55:00,,34568.12152777778,34568.12152777778
TM1600,,RC11800007,BRAGANÇA,M.DOURO,DUAS IGREJAS,3,2,5,,DES,1994-09-01,14:00:00,,34578.708333333336,34578.708333333336
TM1190,,RC11800008,BRAGANÇA,VIMIOSO,UVA,0,2,3,,DES,1994-08-23,18:30:00,,34569.895833333336,34569.895833333336
TM1380,,RC11800014,V.REAL,MURÇA,JOU,0,2,7,,DES,1994-08-27,16:00:00,,34573.791666666664,34573.791666666664
TM1500,,RC11800002,V.REAL,CHAVES,ERVEDEDO,0,2,2,,DES,1994-08-29,17:00:00,,34575.833333333336,34575.833333333336
TM1639,,RC11800011,BRAGANÇA,MACEDO,CASTELÃOS,0,2,6,,DES,1994-09-02,01:25:00,,34579.18402777778,34579.18402777778
TM1643,,RC11800003,V.REAL,MONTALEGRE,CABRIL - P.N.,0,2,6,,DES,1994-09-02,13:00:00,,34579.666666666664,34579.666666666664
TM2080,,RC11700017,GUARDA,V.N.FOZ COA,ALMENDRA,0,2,2,,DES,1994-09-19,21:30:00,,34597.020833333336,34597.020833333336
TM2179,,RC11700010,VISEU,PENEDONO,BESELGA,0,2,5,,DES,1994-09-22,16:50:00,,34599.82638888889,34599.82638888889
TM1550,,RC11800003,V.REAL,MONTALEGRE,STº.ANDRE,0,3,3,,DES,1994-08-30,19:00:00,,34576.916666666664,34576.916666666664
TM1927,,RC11800003,V.REAL,MONTALEGRE,CERVOS,0,3,5,,DES,1994-09-08,19:30:00,,34585.9375,34585.9375
TM2125,,RC11800006,BRAGANÇA,BRAGANÇA,OUTEIRO,0,3,4,,DES,1994-09-21,01:05:00,,34598.17013888889,34598.17013888889
TM1609,,RC11700019,BRAGANÇA,VILA FLOR,FREIXIEL,1,4,5,,DES,1994-09-01,16:05:00,,34578.79513888889,34578.79513888889
TM2282,,RC11700019,BRAGANÇA,VILA FLOR,FREIXIEL,0,4,6,,DES,1994-09-30,16:00:00,,34607.791666666664,34607.791666666664
TM1033,,RC11800014,V.REAL,MURÇA,JOU,0.5,5,7,,DES,1994-08-20,02:00:00,,34566.208333333336,34566.208333333336
TM1916,,RC11800002,V.REAL,CHAVES,S.PEDRO AGOSTEM,1,5,5,,DES,1994-09-08,07:20:00,,34585.430555555555,34585.430555555555
TM0432,,RC11800006,BRAGANÇA,BRAGANÇA,STª.COMBA ROSSAS,0,5,5,,DES,1994-07-21,05:20:00,,34536.34722222222,34536.34722222222
TM1067,,RC11700015,BRAGANÇA,F.E.CINTA,F.E.CINTA,0,6,7,,DES,1994-08-20,22:00:00,,34567.041666666664,34567.041666666664
TM1970,,RC11700010,VISEU,PENEDONO,ANTAS,0,8,1,,DES,1994-09-11,20:15:00,,34588.96875,34588.96875
TM0965,,RC11700008,VISEU,LAMEGO,MAGUEIJA,0,9,4,,DES,1994-08-17,22:50:00,,34564.07638888889,34564.07638888889
TM0764,,RC11700018,BRAGANÇA,C.ANSIÃES,PEREIROS,1,0,1,,DES,1994-08-07,16:40:00,,34553.819444444445,34553.819444444445
TM1519,,RC11800003,V.REAL,MONTALEGRE,CABRIL - P.N.,1,0,2,,DES,1994-08-29,23:20:00,,34576.09722222222,34576.09722222222
TM0792,,RC11800003,V.REAL,MONTALEGRE,CAMBESES DO RIO,0,0.3,2,,DES,1994-08-08,11:09:00,,34554.589583333334,34554.589583333334
TM1798,,RC11800001,V.REAL,BOTICAS,CODESSOSO,0,3,2,,DES,1994-09-05,12:55:00,,34582.663194444445,34582.663194444445
TM2232,,RC11800006,BRAGANÇA,BRAGANÇA,FAILDE,0,4,3,,DES,1994-09-27,13:00:00,,34604.666666666664,34604.666666666664
TM0074,,RC11800005,V.REAL,V.POUCA,TRESMINAS,3.5,0,2,,DES,1994-04-11,15:30:00,,34435.770833333336,34435.770833333336
TM0335,,RC11700001,V.REAL,ALIJO,PINHÃO,0,2,2,,DES,1994-07-11,18:18:00,,34526.88888888888,34526.88888888888
TM1675,,RC11700008,VISEU,LAMEGO,CEPÕES,0,3,6,,DES,1994-09-02,22:08:00,,34580.04861111111,34580.04861111111
TM1008,,RC11800003,V.REAL,MONTALEGRE,PITÕES JUNIAS,0,10,6,,DES,1994-08-19,13:22:00,,34565.684027777774,34565.684027777774
TM2113,,RC11700014,VISEU,TAROUCA,SALZEDAS,0,0.03,3,,DES,1994-09-20,21:05:00,,34598.00694444444,34598.00694444444
TM0538,,RC11700018,BRAGANÇA,C.ANSIÃES,PINHAL NORTE,0,0.2,5,,DES,1994-07-28,16:35:00,,34543.81944444444,34543.81944444444
TM0374,,RC11800010,BRAGANÇA,A.FE,POMBAL,0.2,0.5,6,,DES,1994-07-15,14:55:00,,34530.75,34530.75
TM1594,,RC11700005,V.REAL,STª.MARTA,FONTES,1.5,0.5,5,,DES,1994-09-01,09:25:00,,34578.52083333333,34578.52083333333
TM1455,,RC11700008,VISEU,LAMEGO,MAGUEIJA,0,0.5,1,,DES,1994-08-28,18:40:00,,34574.90625,34574.90625
TM1429,,RC11800002,V.REAL,CHAVES,CALVÃO,2,1,2,,DES,1994-08-28,13:00:00,,34574.67013888888,34574.67013888888
TM0013,,RC11700006,V.REAL,V.REAL,VILA MARIM,0,1,7,,DES,1994-03-12,23:25:00,,34406.104166666664,34406.104166666664
TM0619,,RC11800008,BRAGANÇA,VIMIOSO,SANTULHÃO,0,1,3,,DES,1994-08-02,18:40:00,,34548.90625,34548.90625
TM2199,,RC11700006,V.REAL,V.REAL,NOGUEIRA,0,1,6,,DES,1994-09-23,13:00:00,,34600.67013888888,34600.67013888888
TM0875,,RC11700006,V.REAL,V.REAL,S.T.CASTELO,0,1.5,1,,DES,1994-08-14,15:25:00,,34560.77083333333,34560.77083333333
TM1016,,RC11800004,V.REAL,VALPAÇOS,ERVÕES,3,2,6,,DES,1994-08-19,16:05:00,,34565.79861111111,34565.79861111111
TM1983,,RC11800006,BRAGANÇA,BRAGANÇA,PARADA,0.5,2.5,2,,DES,1994-09-12,15:40:00,,34589.78125,34589.78125
TM0439,,RC11800004,V.REAL,VALPAÇOS,VALPAÇOS,0,2.5,5,,DES,1994-07-21,21:10:00,,34537.010416666664,34537.010416666664
TM1715,,RC11800004,V.REAL,VALPAÇOS,POSSACOS,1,3,7,,DES,1994-09-03,17:25:00,,34580.854166666664,34580.854166666664
TM0128,,RC11700014,VISEU,TAROUCA,VARZEA DA SERRA,0,3,2,,DES,1994-04-18,20:40:00,,34442.98958333333,34442.98958333333
TM0819,,RC11700017,GUARDA,V.N.FOZ COA,NUMÃO,0,3,2,,DES,1994-08-08,22:35:00,,34555.06944444444,34555.06944444444
TM1234,,RC11700007,VISEU,ARMAMAR,VILA SECA,0,3,4,,DES,1994-08-24,21:35:00,,34571.027777777774,34571.027777777774
TM2093,,RC11700004,V.REAL,SABROSA,S.LOURENÇO,0,5.5,3,,DES,1994-09-20,15:05:00,,34597.75694444444,34597.75694444444
TM1958,,RC11700011,VISEU,S.J.PESQUEIRA,VILAROUCO,0,4,7,,DES,1994-09-10,21:35:00,,34588.027777777774,34588.027777777774
TM0658,,RC11700013,VISEU,TABUAÇO,SENDIM,1,6,5,,DES,1994-08-04,11:55:00,,34550.625,34550.625
TM1523,,RC11800009,BRAGANÇA,VINHAIS,TRAVANCA,0,10,3,,DES,1994-08-30,00:25:00,,34576.14583333333,34576.14583333333
TM1562,,RC11800009,BRAGANÇA,VINHAIS,TRAVANCA,0,10,4,,DES,1994-08-31,00:25:00,,34577.14583333333,34577.14583333333
TM0807,,RC11800004,V.REAL,VALPAÇOS,C.MONTENEGRO,1,0,2,,DES,1994-08-08,18:05:00,,34554.88194444444,34554.88194444444
TM0318,,RC11800007,BRAGANÇA,M.DOURO,SILVA,1.5,0,1,,DES,1994-07-10,16:25:00,,34525.8125,34525.8125
TM0610,,RC11800005,V.REAL,V.POUCA,VREIA DE JALES,0,0.02,3,,DES,1994-08-02,10:45:00,,34548.57638888888,34548.57638888888
TM0755,,RC11800001,V.REAL,BOTICAS,ARDÃOS,1.5,0,1,,DES,1994-08-07,13:45:00,,34553.70208333333,34553.70208333333
TM1142,,RC11800006,BRAGANÇA,BRAGANÇA,IZEDA,0,0.5,1,,DES,1994-08-21,22:55:00,,34568.086805555555,34568.086805555555
TM1654,,RC11800004,V.REAL,VALPAÇOS,BOUÇOAIS,0,0.5,6,,DES,1994-09-02,16:45:00,,34579.82986111111,34579.82986111111
TM1877,,RC11800009,BRAGANÇA,VINHAIS,S.JOMIL,0.5,1,3,,DES,1994-09-06,22:05:00,,34584.052083333336,34584.052083333336
TM2031,,RC11700011,VISEU,S.J.PESQUEIRA,S.J.PESQUEIRA,0,1,1,,DES,1994-09-18,13:15:00,,34595.68402777778,34595.68402777778
TM2059,,RC11700016,BRAGANÇA,T.MONCORVO,PEREDO CASTELHANOS,0,1,2,,DES,1994-09-19,14:55:00,,34596.753472222226,34596.753472222226
TM2304,,RC11700014,VISEU,TAROUCA,MONDIM DA BEIRA,0.5,1.5,7,,DES,1994-10-01,19:25:00,,34608.940972222226,34608.940972222226
TM1354,,RC11700001,V.REAL,ALIJO,S.M.RIBATUA,1,1.5,6,,DES,1994-08-26,21:45:00,,34573.038194444445,34573.038194444445
TM0961,,RC11800004,V.REAL,VALPAÇOS,SANTA VALHA,0,2,4,,DES,1994-08-17,21:40:00,,34564.034722222226,34564.034722222226
TM1716,,RC11700006,V.REAL,V.REAL,N.SRª.CONCEIÇÃO,0,2,7,,DES,1994-09-03,17:30:00,,34580.86111111111,34580.86111111111
TM1773,,RC11700014,VISEU,TAROUCA,SALZEDAS,0,2,1,,DES,1994-09-04,21:50:00,,34582.041666666664,34582.041666666664
TM2140,,RC11800008,BRAGANÇA,VIMIOSO,CAMPO DE VIBORAS,1,3,4,,DES,1994-09-21,17:10:00,,34598.847222222226,34598.847222222226
TM0269,,RC11800004,V.REAL,VALPAÇOS,SANTA VALHA,0,3,5,,DES,1994-07-07,00:30:00,,34522.15277777778,34522.15277777778
TM2335,,RC11700013,VISEU,TABUAÇO,BARCOS,3,4,2,,DES,1994-10-03,15:10:00,,34610.76388888889,34610.76388888889
TM2371,,RC11700009,VISEU,MOIMENTA BEIRA,ALDEIA NACOMBA,0.5,6,5,,DES,1994-10-06,15:35:00,,34613.78125,34613.78125
TM1422,,RC11800009,BRAGANÇA,VINHAIS,VILA VERDE,0.5,2,1,,DES,1994-08-28,11:50:00,,34574.625,34574.625
TM0552,,RC11800004,V.REAL,VALPAÇOS,SANTA VALHA,0.3,0.3,6,,DES,1994-07-29,23:07:00,,34545.09722222222,34545.09722222222
TM1290,,RC11800002,V.REAL,CHAVES,SOUTELINHO RAIA,1,2,5,,DES,1994-08-25,16:57:00,,34571.84027777778,34571.84027777778
TM0343,,RC11700006,V.REAL,V.REAL,ABAÇAS,0,0.1,3,,DES,1994-07-12,04:45:00,,34527.33333333333,34527.33333333333
TM1206,,RC11800012,BRAGANÇA,MIRANDELA,VALE DE TELHAS,0,0.5,4,,DES,1994-08-24,05:40:00,,34570.371527777774,34570.371527777774
TM2206,,RC11700016,BRAGANÇA,T.MONCORVO,URRÓS,0,0.5,7,,DES,1994-09-24,00:35:00,,34601.15972222222,34601.15972222222
TM1126,,RC11800006,BRAGANÇA,BRAGANÇA,ESPINHOSELA,0.2,0.8,1,,DES,1994-08-21,17:45:00,,34567.875,34567.875
TM0407,,RC11800002,V.REAL,CHAVES,VILELA SECA,2,1,3,,DES,1994-07-19,15:35:00,,34534.78472222222,34534.78472222222
TM1074,,RC11800006,BRAGANÇA,BRAGANÇA,MILHÃO,0,1,7,,DES,1994-08-20,22:45:00,,34567.08333333333,34567.08333333333
TM1079,,RC11700017,GUARDA,V.N.FOZ COA,SANTA COMBA,0,1,1,,DES,1994-08-21,00:15:00,,34567.14583333333,34567.14583333333
TM2063,,RC11700014,VISEU,TAROUCA,VILA CHÃ BEIRA,0.3,1.2,2,,DES,1994-09-19,15:45:00,,34596.791666666664,34596.791666666664
TM2303,,RC11700005,V.REAL,STª.MARTA,FONTES,0,1.3,7,,DES,1994-10-01,19:00:00,,34608.92708333333,34608.92708333333
TM2094,,RC11800008,BRAGANÇA,VIMIOSO,CAMPO DE VIBORAS,0,1.4,3,,DES,1994-09-20,15:35:00,,34597.78472222222,34597.78472222222
TM0751,,RC11700016,BRAGANÇA,T.MONCORVO,T.MONCORVO,0.5,2,1,,DES,1994-08-07,11:15:00,,34553.604166666664,34553.604166666664
TM0178,,RC11800005,V.REAL,V.POUCA,VREA BORNES,3,2,1,,DES,1994-06-12,15:25:00,,34497.777777777774,34497.777777777774
TM0678,,RC11800008,BRAGANÇA,VIMIOSO,CARÇÃO,0,2,6,,DES,1994-08-05,09:15:00,,34551.52083333333,34551.52083333333
TM0776,,RC11800012,BRAGANÇA,MIRANDELA,ROMEU,0,2,1,,DES,1994-08-07,22:45:00,,34554.08333333333,34554.08333333333
TM2011,,RC11800003,V.REAL,MONTALEGRE,CERVOS,0,2,7,,DES,1994-09-17,15:15:00,,34594.77083333333,34594.77083333333
