REGISTO,OBSER,CONCELHO,FREGUESIA,DATAINICIO,HORAINI,MINUTINI,DATAFIM,HORAFIM,MINUFIM,CAUSA,A_ARBORIZA,A_N_ARBORI,TOTAL
BL0326,,AVEIRO,MATADUÇOS,1993/06/27,0,35,1993/06/27,2,0,DES,0,0.15,0.15
BL0326,,AVEIRO,MATADUÇOS,1993/06/27,18,25,1993/06/27,19,10,DES,0,0.1,0.1
BL0327,,ANADIA,A.CIMA,1993/06/30,18,40,1993/06/30,19,15,DES,0.1,0,0.1
BL0328,,OVAR,VALEGA,1993/06/27,20,9,1993/06/27,20,33,DES,0,0.02,0.02
BL0329,,OVAR,MACEDA,1993/06/27,20,15,1993/06/27,20,45,DES,0,0.1,0.1
BL0330,,OVAR,ESMORIZ,1993/06/27,6,0,1993/06/27,6,45,DES,0,0.15,0.15
BL0330,,OVAR,ESMORIZ,1993/06/27,19,0,1993/06/27,19,20,DES,0,0.05,0.05
BL0331,,MEALHADA,BARCOUÇO,1993/05/03,17,40,1993/05/03,18,20,DES,0,0.1,0.1
BL0332,,MEALHADA,BARCOUÇO,1993/03/16,16,35,1993/03/16,18,10,DES,0.5,0,0.5
BL0333,,O.HOSPITAL,V.P.BEIRA,1993/08/14,10,30,1993/08/14,11,5,DES,0.03,0.01,0.04
BL0334,,AVEIRO,NARIZ,1993/07/30,17,25,1993/07/30,18,30,DES,0.15,0,0.15
BL0335,,A.VELHA,ANGEJA,1993/03/17,16,30,1993/03/17,18,0,DES,0.4,0,0.4
BL0336,,ANADIA,MOGOFORES,1993/03/09,17,3,1993/03/09,17,43,DES,0,0.5,0.5
BL0337,,ESTARREJA,PARDILHO,1993/03/11,7,40,1993/03/11,8,20,DES,0,0.05,0.05
BL0338,,ESTARREJA,CANELAS,1993/03/25,16,0,1993/03/25,16,50,DES,0.15,0,0.15
BL0354,,LEIRIA,S.C.SERRA,1993/08/17,17,47,1993/08/17,19,0,DES,0.06,0,0.06
BL0355,,LEIRIA,BARREIRA,1993/03/10,16,30,1993/03/10,17,5,DES,0,0.04,0.04
BL0356,,LEIRIA,S.CARPALHOSA,1993/03/24,0,33,1993/03/24,0,55,DES,0,0.01,0.01
BL0357,,LEIRIA,CARVIDE,1993/04/05,19,18,1993/04/05,20,18,DES,1,0,1
BL0358,,LEIRIA,M.REDONDO,1993/04/07,21,10,1993/04/07,22,0,DES,1,0,1
BL0359,,LEIRIA,M.REDONDO,1993/04/07,18,10,1993/04/07,19,0,DES,0,0.5,0.5
BL0360,,LEIRIA,S.CARPALHOSA,1993/04/08,16,53,1993/04/08,18,53,DES,1,0,1
BL0361,,LEIRIA,M.REDONDO,1993/04/09,23,5,1993/04/10,0,30,DES,0.1,0,0.1
BL0362,,LEIRIA,M.REDONDO,1993/04/10,11,25,1993/04/10,12,25,DES,1.5,0,1.5
BL0363,,LEIRIA,M.REDONDO,1993/04/09,21,0,1993/04/09,21,20,DES,0.02,0,0.02
BL0364,,LEIRIA,M.REDONDO,1993/04/09,17,10,1993/04/09,18,45,DES,0.5,0,0.5
BL0365,,LEIRIA,COLMEIAS,1993/04/10,18,25,1993/04/10,19,25,DES,0,0.15,0.15
BL0366,,LEIRIA,M.REDONDO,1993/04/10,18,0,1993/04/10,18,55,DES,3,0,3
BL0367,,LEIRIA,M.REDONDO,1993/04/10,23,45,1993/04/11,0,50,DES,0.25,0,0.25
BL0368,,LEIRIA,LEIRIA,1993/04/18,22,58,1993/04/19,2,0,DES,0.15,0,0.15
BL0369,,LEIRIA,MACEIRA,1993/04/18,14,15,1993/04/18,14,45,DES,0.025,0,0.025
BL0370,,LEIRIA,LEIRIA,1993/04/19,18,31,1993/04/19,18,38,DES,0,0.002,0.002
BL0371,,F.VINHOS,AGUDA,1993/03/29,15,46,1993/03/29,18,10,DES,5,0,5
BL0372,,ALVAIAZERE,ALMOSTER,1993/03/29,17,0,1993/03/29,18,45,DES,2,0,2
BL0373,,ALVAIAZERE,M.D.MARIA,1993/04/07,13,55,1993/04/07,15,0,DES,0,1,1
BL0374,,POMBAL,PELARIGA,1993/03/01,20,25,1993/03/01,21,40,DES,1,0,1
BL0375,,ALVAIAZERE,PUSSOS,1993/04/09,18,10,1993/04/09,21,0,DES,0,1,1
BL0376,,ANSIAO,ANSIAO,1993/04/10,2,50,1993/04/10,3,50,DES,0.5,0,0.5
BL0377,,M.GRANDE,V.LEIRIA,1993/03/06,14,35,1993/03/06,14,55,DES,0.075,0,0.075
BL0378,,M.GRANDE,V.LEIRIA,1993/03/06,14,15,1993/03/06,15,0,DES,0.09,0,0.09
BL0379,,M.GRANDE,M.GRANDE,1993/06/29,0,56,1993/06/29,1,35,DES,0,1,1
BL0380,,SOURE,ALFARELOS,1993/03/06,17,25,1993/03/06,18,20,DES,2,0,2
BL0381,,SOURE,ALFARELOS,1993/03/09,16,40,1993/03/09,17,30,DES,0.1,0,0.1
BL0382,,PENELA,ESPINHAL,1993/03/07,16,55,1993/03/07,18,0,DES,0,0.025,0.025
BL0383,,PENACOVA,S.P.MONDEGO,1993/04/04,16,20,1993/04/04,19,20,DES,0.25,0,0.25
BL0384,,MONTEMOR,CARAPINHEIRA,1993/04/02,15,20,1993/04/02,15,55,DES,0,0.005,0.005
BL0385,,PENACOVA,O.MONDEGO,1993/03/31,17,0,1993/03/31,17,45,DES,0.05,0,0.05
BL0386,,O.HOSPITAL,O.HOSPITAL,1993/03/31,19,18,1993/03/31,19,38,DES,0,0.01,0.01
BL0387,,O.HOSPITAL,S.BEIRA,1993/03/31,18,50,1993/03/31,20,0,DES,0.25,0,0.25
BL0388,,O.HOSPITAL,LOUROSA,1993/03/30,12,20,1993/03/30,13,25,DES,0.05,0,0.05
BL0389,,TABUA,P.MIDOES,1993/03/25,13,45,1993/03/25,14,50,DES,0.03,0,0.03
BL0390,,GOIS,GOIS,1993/06/06,17,20,1993/06/06,18,50,DES,0.25,0,0.25
BL0391,,MONTEMOR,LICEIA,1993/06/30,16,40,1993/06/30,17,10,DES,0,0.002,0.002
BL0392,,POMBAL,S.S.LITEM,1993/06/30,18,50,1993/06/30,19,50,DES,0.25,0,0.25
BL0393,,AVEIRO,OLIVEIRINHA,1993/06/06,22,5,1993/06/06,22,50,DES,0,0.01,0.01
BL0394,,VAGOS,VAGOS,1993/06/01,18,8,1993/06/01,18,50,DES,0,0.05,0.05
BL0395,,MEALHADA,LUSO,1993/06/04,16,7,1993/06/04,16,50,DES,0,0.01,0.01
BL0396,,OVAR,ESMORIZ,1993/06/04,8,30,1993/06/04,9,15,DES,0,0.05,0.05
BL0397,,OVAR,ESMORIZ,1993/06/03,19,0,1993/06/03,19,45,DES,0,0.3,0.3
BL0398,,OVAR,ARADA,1993/06/05,0,45,1993/06/05,2,0,DES,1,0,1
BL0399,,OVAR,S.JOAO,1993/06/06,17,39,1993/06/06,18,0,DES,0,0.01,0.01
BL0400,,F.FOZ,LAVOS,1993/06/01,17,35,1993/06/01,18,15,DES,0,0.01,0.01
BL0401,,MIRA,SEIXO,1993/06/01,23,20,1993/06/02,1,30,DES,0,0.5,0.5
BL0402,,P.GRANDE,P.GRANDE,1993/06/04,16,58,1993/06/04,18,0,DES,0.045,0,0.045
BL0403,,P.GRANDE,V.FACAIA,1993/06/04,23,20,1993/06/05,0,15,DES,0.02,0,0.02
BL0404,,POMBAL,M.MOURISCA,1993/06/03,19,10,1993/06/03,21,0,DES,1.5,0,1.5
BL0405,,AGUEDA,A.CIMA,1993/07/02,23,15,1993/07/02,23,55,DES,0,0.01,0.01
BL0406,,ESTARREJA,PARDILHO,1993/07/03,17,34,1993/07/03,17,50,DES,0,0.02,0.02
BL0407,,MEALHADA,LUSO,1993/07/02,17,45,1993/07/02,18,30,DES,0.02,0,0.02
BL0408,,VAGOS,VAGOS,1993/07/02,9,35,1993/07/02,10,0,DES,0.18,0,0.18
BL0408,,VAGOS,VAGOS,1993/07/02,17,0,1993/07/02,17,30,DES,0.08,0,0.08
BL0409,,VAGOS,SOZA,1993/07/02,16,40,1993/07/02,17,20,DES,0.18,0,0.18
BL0410,,F.FOZ,M.ONDAS,1993/07/02,16,0,1993/07/02,17,0,DES,0.2,0,0.2
BL0410,,F.FOZ,M.ONDAS,1993/07/02,21,25,1993/07/02,22,10,DES,0.02,0,0.02
BL0411,,MIRA,P.MIRA,1993/07/03,20,18,1993/07/03,20,30,DES,0,0.01,0.01
BL0412,,MONTEMOR,VERRIDE,1993/07/02,16,15,1993/07/03,9,15,DES,0.75,0,0.75
BL0413,,MEALHADA,BARCOUÇO,1993/06/28,0,25,1993/06/28,1,25,DES,0,0.01,0.01
BL0414,,POMBAL,VERMOIL,1993/07/02,23,45,1993/07/03,0,15,DES,0,0.01,0.01
BL0415,,POMBAL,POMBAL,1993/07/01,22,0,1993/07/01,23,15,DES,0.04,0.08,0.12
BL0416,,POMBAL,ABIUL,1993/07/02,13,40,1993/07/02,15,15,DES,0.04,0,0.04
BL0417,,POMBAL,VERMOIL,1993/07/03,15,45,1993/07/03,16,10,DES,0.2,0,0.2
BL0418,,POMBAL,ABIUL,1993/07/02,13,6,1993/07/02,15,0,DES,0.2,0,0.2
BL0419,,POMBAL,LOURIÇAL,1993/06/28,0,45,1993/06/28,2,15,DES,0.05,0,0.05
BL0420,,LEIRIA,CARVIDE,1993/07/02,17,26,1993/07/02,17,50,DES,0,0.02,0.02
BL0421,,M.GRANDE,M.GRANDE,1993/06/28,14,15,1993/06/28,14,30,DES,0,0.001,0.001
BL0422,,P.MOS,PEDREIRAS,1993/07/02,16,40,1993/07/02,18,10,DES,1.5,0,1.5
BL0423,,LEIRIA,S.CARPALHOSA,1993/06/28,5,26,1993/06/28,6,40,DES,0.1,0,0.1
BL0424,,P.GRANDE,V.FACAIA,1993/07/04,23,2,1993/07/05,0,5,DES,1,0,1
BL0425,,CANTANHEDE,CANTANHEDE,1993/07/04,20,0,1993/07/04,21,10,DES,2,0,2
BL0426,,LOUSA,LOUSA,1993/07/04,16,25,1993/07/04,17,10,DES,0,0.01,0.01
BL0427,,ARGANIL,ARGANIL,1993/07/04,0,22,1993/07/04,0,35,DES,0,0.005,0.005
BL0428,,M.CORVO,V.NOVA,1993/07/04,22,30,1993/07/04,23,0,DES,0,0.01,0.01
BL0429,,LOUSA,LOUSA,1993/07/04,14,15,1993/07/04,19,0,DES,0,0.5,0.5
BL0430,,S.VOUGA,CEDRIM,1993/07/04,2,40,1993/07/04,7,0,DES,0.5,0,0.5
BL0430,,S.VOUGA,CEDRIM,1993/07/16,15,10,1993/07/16,16,10,DES,0,0.07,0.07
BL0430,,S.VOUGA,CEDRIM,1993/07/16,17,14,1993/07/16,18,0,DES,0,0.015,0.015
BL0430,,S.VOUGA,CEDRIM,1993/07/19,12,54,1993/07/19,14,30,DES,0,0.3,0.3
BL0431,,LEIRIA,MACEIRA,1993/07/04,22,48,1993/07/04,23,10,DES,0,0.016,0.016
BL0432,,LEIRIA,AMOR,1993/07/04,13,13,1993/07/04,13,40,DES,0,0.01,0.01
BL0433,,LEIRIA,M.REDONDO,1993/07/04,0,10,1993/07/04,1,0,DES,0.035,0,0.035
BL0434,,POMBAL,CARNIDE,1993/07/04,7,10,1993/07/04,8,10,DES,0.5,0,0.5
BL0435,,P.SERRA,P.FOJO,1993/07/04,14,0,1993/07/04,15,0,DES,0.5,0,0.5
BL0436,,M.GRANDE,ENGENHO,1993/07/04,11,0,1993/07/04,11,45,DES,0,0.01,0.01
BL0438,,OVAR,OVAR,1993/07/07,17,45,1993/07/07,20,50,DES,0,2,2
BL0438,,OVAR,OVAR,1993/07/08,15,45,1993/07/08,16,15,DES,0,0.02,0.02
BL0438,,OVAR,OVAR,1993/07/10,18,9,1993/07/10,19,30,DES,0,0.75,0.75
BL0439,,OVAR,ARADA,1993/07/08,0,12,1993/07/08,1,47,DES,0,1,1
BL0439,,OVAR,ARADA,1993/07/09,23,55,1993/07/10,0,30,DES,0,0.05,0.05
BL0440,,OVAR,S.JOAO,1993/07/10,23,45,1993/07/11,0,15,DES,0,0.01,0.01
BL0441,,OVAR,ESMORIZ,1993/07/10,12,30,1993/07/10,12,45,DES,0,0.05,0.05
BL0442,,OVAR,ESMORIZ,1993/07/10,20,0,1993/07/10,20,20,DES,0,0.05,0.05
BL0443,,OVAR,ESMORIZ,1993/07/05,13,15,1993/07/05,13,50,DES,0,0.05,0.05
BL0444,,OVAR,OVAR,1993/07/10,2,14,1993/07/10,3,0,DES,0.01,0,0.01
BL0445,,OVAR,CORTEGAÇA,1993/07/07,4,15,1993/07/07,5,30,DES,0.25,0,0.25
BL0446,,OVAR,VALEGA,1993/07/07,0,4,1993/07/07,0,40,DES,0,0.01,0.01
BL0447,,VAGOS,S.ANDRE,1993/07/10,15,38,1993/07/10,16,45,DES,0.5,0,0.5
BL0448,,VAGOS,VAGOS,1993/07/07,20,10,1993/07/07,20,40,DES,0,0.01,0.01
BL0449,,LEIRIA,ORTIGOSA,1993/07/08,16,20,1993/07/08,19,30,DES,4,0,4
BL0450,,S.VOUGA,CEDRIM,1993/07/08,4,20,1993/07/08,6,50,DES,0.6,0,0.6
BL0451,,MURTOSA,BUNHEIRO,1993/07/07,21,35,1993/07/07,22,45,DES,0,1,1
BL0452,,P.MOS,M.AIRE,1993/06/26,22,10,1993/06/26,22,30,DES,0,0.005,0.005
BL0453,,P.MOS,M.AIRE,1993/06/25,16,25,1993/06/25,20,0,DES,0,13,13
BL0454,,LEIRIA,M.REDONDO,1993/07/05,20,37,1993/07/05,21,35,DES,0.5,0,0.5
BL0455,,LEIRIA,M.REDONDO,1993/07/11,15,50,1993/07/11,16,15,DES,0,0.03,0.03
BL0456,,LEIRIA,AZOIA,1993/07/11,13,9,1993/07/11,15,0,DES,0.25,0,0.25
BL0457,,LEIRIA,S.EUFEMIA,1993/07/11,19,26,1993/07/11,20,0,DES,0,0.1,0.1
BL0458,,LEIRIA,M.REDONDO,1993/07/10,22,5,1993/07/10,22,55,DES,0,0.5,0.5
BL0459,,LEIRIA,ORTIGOSA,1993/07/08,16,20,1993/07/08,21,20,DES,4,0,4
BL0460,,LEIRIA,S.CARPALHOSA,1993/07/07,23,59,1993/07/08,1,40,DES,1,0,1
BL0460,,LEIRIA,S.CARPALHOSA,1993/07/08,3,32,1993/07/08,4,40,DES,0.2,0,0.2
BL0461,,LEIRIA,ORTIGOSA,1993/07/07,10,45,1993/07/07,11,45,DES,0.15,0,0.15
BL0462,,LEIRIA,ORTIGOSA,1993/07/09,14,20,1993/07/09,14,50,DES,0,0.04,0.04
BL0462,,LEIRIA,ORTIGOSA,1993/07/10,0,40,1993/07/10,2,5,DES,0.15,0,0.15
BL0462,,LEIRIA,ORTIGOSA,1993/07/10,13,40,1993/07/10,15,0,DES,0.04,0,0.04
BL0462,,LEIRIA,ORTIGOSA,1993/07/10,17,38,1993/07/10,19,0,DES,0.15,0,0.15
BL0462,,LEIRIA,ORTIGOSA,1993/07/10,22,42,1993/07/10,23,32,DES,0.04,0,0.04
BL0462,,LEIRIA,ORTIGOSA,1993/07/11,3,6,1993/07/11,5,0,DES,0.25,0,0.25
BL0462,,LEIRIA,ORTIGOSA,1993/07/11,13,30,1993/07/11,15,45,DES,0.01,0,0.01
BL0463,,POMBAL,V.CA,1993/07/11,11,42,1993/07/11,12,32,DES,0.4,0,0.4
BL0463,,POMBAL,V.CA,1993/07/11,17,32,1993/07/11,17,55,DES,0.2,0,0.2
BL0463,,POMBAL,V.CA,1993/07/12,0,15,1993/07/12,1,45,DES,0.1,0,0.1
BL0464,,POMBAL,ABIUL,1993/07/07,10,30,1993/07/07,13,30,DES,1,0,1
BL0464,,POMBAL,ABIUL,1993/07/08,16,16,1993/07/08,17,16,DES,0.05,0,0.05
BL0464,,POMBAL,ABIUL,1993/07/10,14,30,1993/07/10,16,30,DES,0.3,0,0.3
BL0465,,POMBAL,ABIUL,1993/07/07,10,30,1993/07/07,13,30,DES,2,0,2
BL0465,,POMBAL,ABIUL,1993/07/07,17,48,1993/07/07,21,0,DES,2,0,2
BL0465,,POMBAL,ABIUL,1993/07/10,19,8,1993/07/10,21,8,DES,0.15,0,0.15
BL0465,,POMBAL,ABIUL,1993/07/17,17,49,1993/07/17,18,50,DES,0,0.15,0.15
BL0465,,POMBAL,ABIUL,1993/07/18,15,45,1993/07/18,18,0,DES,0.2,0,0.2
BL0465,,POMBAL,ABIUL,1993/07/19,15,59,1993/07/19,18,59,DES,0,2,2
BL0465,,POMBAL,ABIUL,1993/07/20,16,22,1993/07/20,17,30,DES,0,0.1,0.1
BL0465,,POMBAL,ABIUL,1993/07/21,17,0,1993/07/21,18,30,DES,0.5,0,0.5
BL0465,,POMBAL,ABIUL,1993/07/23,13,0,1993/07/23,23,0,DES,119.32,0,119.32
BL0465,,POMBAL,ABIUL,1993/07/23,18,7,1993/07/23,18,57,DES,0.5,0,0.5
BL0465,,POMBAL,ABIUL,1993/07/24,9,40,1993/07/24,11,35,DES,0.1,0,0.1
BL0465,,POMBAL,ABIUL,1993/07/24,13,0,1993/07/24,13,45,DES,0.2,0,0.2
BL0465,,POMBAL,ABIUL,1993/07/24,22,10,1993/07/24,23,15,DES,0.1,0,0.1
BL0465,,POMBAL,ABIUL,1993/07/26,17,55,1993/07/26,18,25,DES,0.5,0,0.5
BL0466,,POMBAL,ABIUL,1993/07/08,18,14,1993/07/08,19,50,DES,0.1,0,0.1
BL0467,,POMBAL,ABIUL,1993/07/10,16,35,1993/07/10,17,45,DES,0.3,0,0.3
BL0468,,POMBAL,ABIUL,1993/07/07,10,30,1993/07/07,12,45,DES,0.5,0,0.5
BL0468,,POMBAL,ABIUL,1993/07/11,14,10,1993/07/11,16,10,DES,0.5,0,0.5
BL0468,,POMBAL,ABIUL,1993/07/11,18,30,1993/07/11,20,45,DES,0.2,0,0.2
BL0469,,POMBAL,ABIUL,1993/07/07,11,51,1993/07/07,12,30,DES,0.02,0,0.02
BL0470,,POMBAL,ABIUL,1993/07/07,23,35,1993/07/08,0,40,DES,0.2,0,0.2
BL0471,,POMBAL,ABIUL,1993/07/08,17,55,1993/07/08,19,15,DES,0.05,0,0.05
BL0472,,POMBAL,ABIUL,1993/07/11,1,55,1993/07/11,3,30,DES,0,0.2,0.2
BL0473,,POMBAL,S.LITEM,1993/07/07,17,25,1993/07/07,20,5,DES,1.05,0.45,1.5
BL0474,,POMBAL,S.LITEM,1993/07/07,17,15,1993/07/07,19,40,DES,2.5,0,2.5
BL0474,,POMBAL,S.LITEM,1993/07/08,17,41,1993/07/08,18,41,DES,0.05,0,0.05
BL0474,,POMBAL,S.LITEM,1993/07/10,13,59,1993/07/10,15,0,DES,0.5,0,0.5
BL0475,,POMBAL,S.LITEM,1993/07/07,17,25,1993/07/07,19,30,DES,4,0,4
BL0475,,POMBAL,S.LITEM,1993/07/11,4,20,1993/07/11,5,30,DES,0.15,0,0.15
BL0475,,POMBAL,S.LITEM,1993/07/11,11,6,1993/07/11,13,30,DES,0.15,0,0.15
BL0476,,ILHAVO,G.ENCARNAÇÄO,1993/07/06,15,3,1993/07/06,16,0,DES,0,0.03,0.03
BL0477,,ILHAVO,S.SALVADOR,1993/07/07,16,24,1993/07/07,18,10,DES,0,0.06,0.06
BL0478,,ESTARREJA,FERMELA,1993/07/09,23,41,1993/07/10,0,20,DES,0,0.1,0.1
BL0479,,ESTARREJA,PARDILHO,1993/07/07,20,10,1993/07/07,21,40,DES,0,0.05,0.05
BL0480,,A.VELHA,VALMAIOR,1993/07/07,3,33,1993/07/07,6,20,DES,0.2,0,0.2
BL0481,,ANADIA,A.CIMA,1993/07/11,14,24,1993/07/11,18,0,DES,4,0,4
BL0482,,AGUEDA,A.CIMA,1993/07/08,2,50,1993/07/08,5,30,DES,0.5,0,0.5
BL0482,,AGUEDA,A.CIMA,1993/07/08,17,40,1993/07/08,18,55,DES,0,0.2,0.2
BL0482,,AGUEDA,A.CIMA,1993/07/14,13,42,1993/07/14,14,20,DES,0.025,0,0.025
BL0482,,AGUEDA,A.CIMA,1993/07/14,15,34,1993/07/14,16,30,DES,0,0.1,0.1
BL0483,,AGUEDA,M.VOUGA,1993/07/05,2,35,1993/07/05,3,15,DES,0.015,0,0.015
BL0484,,AGUEDA,C.VOUGA,1993/07/10,23,45,1993/07/11,1,0,DES,0,0.15,0.15
BL0485,,AGUEDA,ESPINHEL,1993/07/10,18,40,1993/07/10,19,30,DES,0.04,0.01,0.05
BL0486,,COIMBRA,S.P.FRADES,1993/07/11,17,0,1993/07/11,18,50,DES,0,0.025,0.025
BL0487,,CANTANHEDE,CANTANHEDE,1993/07/05,16,42,1993/07/05,17,0,DES,0.1,0,0.1
BL0488,,MIRA,MIRA,1993/07/06,16,35,1993/07/06,17,10,DES,0,0.06,0.06
BL0489,,F.FOZ,QUIAIOS,1993/07/05,12,45,1993/07/05,14,30,DES,0.25,0,0.25
BL0490,,F.FOZ,MAIORCA,1993/07/07,15,39,1993/07/07,17,0,DES,1,0,1
BL0491,,F.FOZ,QUIAIOS,1993/07/07,2,35,1993/07/07,3,10,DES,0.015,0,0.015
BL0492,,LOUSA,LOUSA,1993/07/10,19,38,1993/07/10,19,44,DES,0,0.0004,0.0004
BL0493,,LOUSA,"C. DE ERMIO",1993/07/10,10,45,1993/07/10,10,50,DES,0,0.0003,0.0003
BL0494,,CONDEIXA,SEBAL,1993/07/11,17,28,1993/07/11,21,0,DES,1.5,0,1.5
BL0495,,TABUA,SINDE,1993/07/08,14,52,1993/07/08,15,50,DES,0.005,0,0.005
BL0496,,TABUA,MIDOES,1993/07/07,5,58,1993/07/07,7,30,DES,0.14,0,0.14
BL0497,,PENACOVA,PENACOVA,1993/07/07,20,20,1993/07/07,21,0,DES,0,0.01,0.01
BL0498,,P.SERRA,P.FOJO,1993/07/08,16,18,1993/07/08,22,0,DES,32,0,32
BL0498,,P.SERRA,P.FOJO,1993/07/10,16,55,1993/07/10,18,0,DES,0.01,0,0.01
BL0498,,P.SERRA,P.FOJO,1993/07/11,17,30,1993/07/11,20,0,DES,0,0.5,0.5
BL0499,,SOURE,F.CAMPO,1993/07/11,21,55,1993/07/12,1,0,DES,2.7,0.3,3
BL0500,,MORTAGUA,SOBRAL,1993/07/07,17,30,1993/07/07,18,15,DES,0.15,0,0.15
BL0501,,MORTAGUA,SOBRAL,1993/07/10,20,8,1993/07/10,22,0,DES,6,0,6
BL0501,,MORTAGUA,SOBRAL,1993/07/10,23,10,1993/07/10,23,30,DES,0.01,0,0.01
BL0501,,MORTAGUA,SOBRAL,1993/07/11,16,57,1993/07/11,20,15,DES,0.02,0,0.02
BL0501,,MORTAGUA,SOBRAL,1993/07/17,19,28,1993/07/17,20,5,DES,0,0.05,0.05
BL0502,,MORTAGUA,ESPINHO,1993/07/10,15,58,1993/07/10,16,32,DES,0,0.06,0.06
BL0503,,BATALHA,BATALHA,1993/07/05,16,25,1993/07/05,17,30,DES,0,0.03,0.03
BL0504,,BATALHA,BATALHA,1993/07/09,16,17,1993/07/09,17,0,DES,0,0.05,0.05
BL0505,,M.GRANDE,M.GRANDE,1993/07/10,17,3,1993/07/10,17,30,DES,2,0,2
BL0505,,M.GRANDE,M.GRANDE,1993/07/11,18,50,1993/07/11,19,20,DES,0.5,0,0.5
BL0506,,M.GRANDE,M.GRANDE,1993/07/09,15,10,1993/07/09,15,20,DES,0.001,0,0.001
BL0507,,P.GRANDE,P.GRANDE,1993/07/07,20,35,1993/07/07,22,10,DES,0.05,0,0.05
BL0508,,ANSIAO,C.COUCE,1993/07/07,20,50,1993/07/07,22,0,DES,0.35,0,0.35
BL0509,,AGUEDA,M.VOUGA,1993/07/14,15,50,1993/07/14,16,0,DES,0.008,0,0.008
BL0510,,A.VELHA,ALQUERUBIM,1993/07/13,15,0,1993/07/13,16,30,DES,0.02,0,0.02
BL0510,,A.VELHA,ALQUERUBIM,1993/07/14,0,38,1993/07/14,1,15,DES,0.004,0,0.004
BL0511,,A.VELHA,BRANCA,1993/07/12,0,30,1993/07/12,1,15,DES,1,0,1
BL0512,,AVEIRO,ESGUEIRA,1993/07/12,4,0,1993/07/12,4,40,DES,0,0.05,0.05
BL0513,,AVEIRO,CACIA,1993/07/13,20,8,1993/07/13,20,40,DES,0,0.5,0.5
BL0514,,ESTARREJA,CANELAS,1993/07/14,5,24,1993/07/14,7,30,DES,0,0.01,0.01
BL0515,,OVAR,OVAR,1993/07/14,20,50,1993/07/14,21,30,DES,0,0.035,0.035
BL0516,,COIMBRA,CEIRA,1993/07/13,16,20,1993/07/13,22,40,DES,28.5,0,28.5
BL0516,,COIMBRA,CEIRA,1993/07/14,14,18,1993/07/14,15,0,DES,0,0.01,0.01
BL0517,,COIMBRA,R.FRADES,1993/07/13,22,4,1993/07/14,0,50,DES,0.1,0,0.1
BL0518,,CONDEIXA,CONDEIXA,1993/07/13,21,29,1993/07/13,22,38,DES,0.02,0,0.02
BL0519,,CANTANHEDE,PORTUNHOS,1993/07/14,21,50,1993/07/14,23,0,DES,0,0.05,0.05
BL0520,,M.CORVO,V.NOVA,1993/07/14,15,58,1993/07/14,16,45,DES,0.01,0,0.01
BL0521,,POMBAL,ABIUL,1993/07/13,12,35,1993/07/13,14,30,DES,0.15,0,0.15
BL0522,,POMBAL,ABIUL,1993/07/12,14,57,1993/07/12,17,35,DES,0.5,0,0.5
BL0523,,POMBAL,V.CA,1993/07/13,17,0,1993/07/13,18,45,DES,0.5,0,0.5
BL0524,,POMBAL,S.LITEM,1993/07/12,19,55,1993/07/12,21,0,DES,1,0,1
BL0525,,POMBAL,S.LITEM,1993/07/12,23,8,1993/07/12,23,28,DES,0,0.01,0.01
BL0526,,LEIRIA,M.REDONDO,1993/07/14,1,30,1993/07/14,2,0,DES,0.05,0,0.05
BL0527,,LEIRIA,M.REDONDO,1993/07/14,9,30,1993/07/14,10,0,DES,0.5,0,0.5
BL0528,,LEIRIA,M.REDONDO,1993/07/13,23,7,1993/07/14,0,30,DES,0,0.05,0.05
BL0529,,LEIRIA,MACEIRA,1993/07/13,18,44,1993/07/13,19,30,DES,0,1,1
BL0530,,LEIRIA,MACEIRA,1993/07/14,0,25,1993/07/14,1,0,DES,0.5,0,0.5
BL0531,,LEIRIA,MACEIRA,1993/07/13,2,16,1993/07/13,3,0,DES,0.75,0,0.75
BL0532,,LEIRIA,MACEIRA,1993/07/13,23,35,1993/07/14,1,40,DES,2.5,0,2.5
BL0533,,LEIRIA,AMOR,1993/07/12,14,45,1993/07/12,15,45,DES,0.5,0,0.5
BL0534,,M.GRANDE,M.GRANDE,1993/07/14,18,48,1993/07/14,19,30,DES,1.04,0,1.04
BL0534,,M.GRANDE,M.GRANDE,1993/07/17,14,25,1993/07/17,14,50,DES,0.2,0,0.2
BL0535,,M.GRANDE,M.GRANDE,1993/07/11,3,9,1993/07/11,4,20,DES,0,0.01,0.01
BL0536,,P.GRANDE,P.GRANDE,1993/07/12,11,47,1993/07/12,12,10,DES,0,0.005,0.005
BL0537,,P.GRANDE,P.GRANDE,1993/07/13,16,50,1993/07/13,18,30,DES,0.012,0,0.012
BL0538,,C.PERA,C.PERA,1993/07/12,12,52,1993/07/12,15,59,DES,0.1,0,0.1
BL0539,,P.MOS,JUNCAL,1993/07/14,18,15,1993/07/14,19,45,DES,0,1,1
BL0540,,P.MOS,PEDREIRAS,1993/07/13,18,55,1993/07/13,20,0,DES,0,0.05,0.05
BL0541,,TABUA,OLIVEIRINHA,1993/07/14,17,17,1993/07/14,22,0,DES,1,3,4
BL0542,,TABUA,SINDE,1993/07/13,17,6,1993/07/13,18,15,DES,0.002,0.088,0.09
BL0543,,PENACOVA,FRIUMES,1993/07/12,16,59,1993/07/12,18,5,DES,0.2,0,0.2
